Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Fatality
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Beech,36,1.0,Reciprocating,Business,0,1.0,0.0,1.0,IMC,0
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Cessna,180K,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-01-31,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-01,Non-Fatal,Destroyed,Airplane,Beech,99,2.0,Turbo Prop,Unknown,0,5.0,2.0,0.0,IMC,0
Accident,1982-02-01,Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Unknown,0,1.0,1.0,0.0,VMC,0
Accident,1982-02-01,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,IMC,2
Accident,1982-02-01,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-01,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-01,Non-Fatal,Substantial,Airplane,Cessna,P206,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-01,Non-Fatal,Substantial,Airplane,Grumman,1159,2.0,Turbo Jet,Executive/corporate,0,0.0,0.0,4.0,VMC,0
Accident,1982-02-01,Non-Fatal,Substantial,Airplane,Piper,PA-32,1.0,Reciprocating,Unknown,0,1.0,0.0,0.0,IMC,0
Accident,1982-02-02,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-23-250,2.0,Reciprocating,Unknown,1,0.0,0.0,0.0,IMC,1
Accident,1982-02-02,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,150G,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,VMC,2
Accident,1982-02-02,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Business,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-02,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Business,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-02,Non-Fatal,Substantial,Airplane,Smith Miniplane,BK-1,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-03,Total.Fatal.Injuries,Destroyed,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,1982-02-03,Non-Fatal,Destroyed,Airplane,Mitsubishi,MU2B-40,2.0,Turbo Prop,Business,0,0.0,6.0,0.0,IMC,0
Accident,1982-02-03,Non-Fatal,Minor,Airplane,Mcdonnell-douglas,DC-10-10,3.0,Turbo Fan,Unknown,0,1.0,0.0,154.0,IMC,0
Accident,1982-02-03,Non-Fatal,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-03,Non-Fatal,Substantial,Airplane,Taylorcraft,F19,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-03,Non-Fatal,Substantial,Airplane,Ted Smith,AEROSTAR 600,2.0,Reciprocating,Unknown,0,0.0,0.0,1.0,IMC,0
Accident,1982-02-04,Non-Fatal,Substantial,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-05,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-28,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,VMC,2
Accident,1982-02-05,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-32R-300,1.0,Reciprocating,Unknown,4,0.0,0.0,0.0,IMC,4
Accident,1982-02-05,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Instructional,0,1.0,1.0,0.0,VMC,0
Accident,1982-02-05,Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,1982-02-06,Non-Fatal,Minor,Airplane,Boeing,A75N1,1.0,Reciprocating,Aerial Application,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-06,Non-Fatal,Destroyed,Airplane,Piper,PA-31,2.0,Reciprocating,Unknown,0,2.0,0.0,0.0,IMC,0
Accident,1982-02-06,Non-Fatal,Minor,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Ercoupe,415-C,2.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-06,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0,0.0,2.0,0.0,VMC,0
Accident,1982-02-07,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-24-180,1.0,Reciprocating,Personal,8,0.0,0.0,0.0,VMC,8
Accident,1982-02-07,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,182B,1.0,Reciprocating,Personal,8,0.0,0.0,0.0,VMC,8
Accident,1982-02-07,Non-Fatal,Destroyed,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0,4.0,0.0,0.0,VMC,0
Accident,1982-02-07,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,P210N,1.0,Reciprocating,Unknown,4,0.0,0.0,0.0,IMC,4
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Rockwell Comdr,112TCA,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Personal,0,,,2.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0,0.0,0.0,5.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Piper,PA-38,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-07,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-08,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,1982-02-08,Non-Fatal,Destroyed,Airplane,Cessna,C-172,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-08,Total.Fatal.Injuries,Substantial,Airplane,Piper,PA-18A-150,1.0,Reciprocating,Business,1,0.0,0.0,0.0,VMC,1
Accident,1982-02-08,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-08,Non-Fatal,Substantial,Airplane,Piper,PA-28R-201,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,IMC,0
Accident,1982-02-08,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-08,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-08,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-08,Non-Fatal,Substantial,Airplane,Beech,C-23,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-09,Non-Fatal,Destroyed,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-09,Total.Fatal.Injuries,Destroyed,Airplane,Beech,V35A,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Incident,1982-02-09,Non-Fatal,Nill,Airplane,Beech,200,2.0,Turbo Prop,Executive/corporate,0,0.0,0.0,10.0,IMC,0
Accident,1982-02-09,Non-Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-09,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-09,Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Business,0,0.0,0.0,1.0,IMC,0
Accident,1982-02-09,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Unknown,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-10,Non-Fatal,Destroyed,Airplane,Cessna,310,2.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,1982-02-10,Total.Fatal.Injuries,Destroyed,Airplane,Beech,95-C55,2.0,Reciprocating,Business,2,0.0,0.0,0.0,IMC,2
Accident,1982-02-10,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-10,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-10,Non-Fatal,Substantial,Airplane,Cessna,401,2.0,Reciprocating,Business,0,0.0,0.0,5.0,VMC,0
Accident,1982-02-11,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,421,2.0,Reciprocating,Unknown,2,0.0,0.0,0.0,IMC,2
Accident,1982-02-11,Non-Fatal,Destroyed,Airplane,Grumman,G-164B,1.0,Reciprocating,Aerial Application,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-11,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-11,Total.Fatal.Injuries,Substantial,Airplane,Piper,PA-60-602P,2.0,Reciprocating,Personal,1,,,,VMC,1
Incident,1982-02-12,Non-Fatal,Nill,Airplane,De Havilland,DHC-6-100,2.0,Turbo Prop,Unknown,0,0.0,0.0,7.0,VMC,0
Accident,1982-02-12,Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0,4.0,0.0,0.0,VMC,0
Accident,1982-02-12,Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,500,2.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,1982-02-12,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-13,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,172K,1.0,Reciprocating,Personal,4,0.0,0.0,0.0,IMC,4
Accident,1982-02-13,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-34,2.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,1982-02-13,Total.Fatal.Injuries,Destroyed,Airplane,Rockwell,112A,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,IMC,2
Accident,1982-02-13,Total.Fatal.Injuries,Destroyed,Airplane,Beech,J35,1.0,Reciprocating,Personal,4,0.0,0.0,0.0,VMC,4
Accident,1982-02-13,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-13,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-13,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,0,0.0,1.0,1.0,VMC,0
Accident,1982-02-13,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-13,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0,0.0,1.0,1.0,UNK,0
Accident,1982-02-13,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-14,Total.Fatal.Injuries,Destroyed,Airplane,Aeronca,7EC,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,1982-02-14,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,1982-02-14,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Bellanca,17-30A,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,1982-02-14,Total.Fatal.Injuries,Substantial,Airplane,Porterfield,CP-65,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,VMC,2
Accident,1982-02-14,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Incident,1982-02-15,Non-Fatal,Minor,Airplane,Boeing,B737-2H4,2.0,Turbo Jet,Unknown,0,0.0,0.0,119.0,IMC,0
Accident,1982-02-15,Non-Fatal,Destroyed,Airplane,Cessna,310D,2.0,Reciprocating,Unknown,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-15,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-23,2.0,Reciprocating,Ferry,1,0.0,0.0,0.0,VMC,1
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Business,0,0.0,0.0,1.0,IMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Cessna,152(II),1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Business,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Piper,PA-28R-180,1.0,Reciprocating,Personal,0,1.0,2.0,0.0,IMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Instructional,0,0.0,1.0,1.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Piper,PA-31-310,2.0,Reciprocating,Unknown,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-15,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-16,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-31T2,2.0,Turbo Prop,Business,8,0.0,0.0,0.0,IMC,8
Accident,1982-02-16,Non-Fatal,Substantial,Airplane,Beech,90,2.0,Turbo Prop,Personal,0,0.0,0.0,4.0,IMC,0
Accident,1982-02-16,Non-Fatal,Substantial,Airplane,Nihon,YS-11A,2.0,Turbo Prop,Unknown,0,0.0,3.0,36.0,VMC,0
Accident,1982-02-17,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201T,1.0,Reciprocating,Business,0,1.0,0.0,0.0,IMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Business,0,0.0,2.0,0.0,IMC,0
Accident,1982-02-17,Non-Fatal,Substantial,Airplane,Piper,PA-23,2.0,Reciprocating,Unknown,0,0.0,0.0,6.0,IMC,0
Incident,1982-02-18,Non-Fatal,Minor,Airplane,Embraer,EMB-11OP1,2.0,Turbo Prop,Unknown,0,0.0,0.0,16.0,VMC,0
Accident,1982-02-18,Total.Fatal.Injuries,Destroyed,Airplane,Beech,A36,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,1982-02-18,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,1982-02-18,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-18,Non-Fatal,Substantial,Airplane,Great Lakes,2T1A-2,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,1982-02-19,Non-Fatal,Nill,Airplane,Boeing,B-727-200,3.0,Turbo Jet,Nill,0,,,83.0,IMC,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Piper,PA-44-180T,2.0,Reciprocating,Personal,0,0.0,0.0,3.0,IMC,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Ferry,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,UNK,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Personal,0,0.0,0.0,1.0,IMC,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Cessna,P206B,1.0,Reciprocating,Unknown,0,0.0,0.0,1.0,UNK,0
Accident,1982-02-19,Non-Fatal,Substantial,Airplane,Cessna,404,2.0,Reciprocating,Unknown,0,0.0,0.0,7.0,IMC,0
Accident,1982-02-20,Non-Fatal,Destroyed,Airplane,Pitts,51,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,1982-02-20,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,172L,1.0,Reciprocating,Personal,1,1.0,0.0,0.0,VMC,1
Accident,1982-02-20,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,VMC,2
Accident,1982-02-20,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-36-375,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Beech,56TC,2.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-20,Non-Fatal,Substantial,Airplane,Grumman,G-21A,2.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-21,Non-Fatal,Destroyed,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,1982-02-21,Non-Fatal,Destroyed,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0,4.0,0.0,0.0,VMC,0
Accident,1982-02-21,Total.Fatal.Injuries,Destroyed,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,UNK,1
Accident,1982-02-21,Total.Fatal.Injuries,Destroyed,Airplane,De Havilland,DHC-6,2.0,Turbo Prop,Unknown,1,10.0,1.0,0.0,VMC,1
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Grumman,AA-5A,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0,0.0,1.0,3.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Mooney,M-20C,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,IMC,0
Accident,1982-02-21,Total.Fatal.Injuries,Substantial,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,VMC,2
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Fairchild Hiller,227C,2.0,Turbo Prop,Ferry,0,0.0,0.0,4.0,VMC,0
Accident,1982-02-21,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,1.0,Reciprocating,Personal,0,1.0,1.0,0.0,VMC,0
Accident,1982-02-22,Total.Fatal.Injuries,Destroyed,Airplane,Bellanca,14-19-3A,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,IMC,2
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Personal,0,0.0,0.0,6.0,VMC,0
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Cessna,210A,1.0,Reciprocating,Unknown,0,0.0,0.0,1.0,UNK,0
Accident,1982-02-22,Non-Fatal,Substantial,Airplane,Piper,PA-60,2.0,Reciprocating,Unknown,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-23,Non-Fatal,Destroyed,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0,1.0,0.0,0.0,VMC,0
Accident,1982-02-23,Non-Fatal,Substantial,Airplane,Piper,PA-60/601P,2.0,Reciprocating,Business,0,0.0,0.0,3.0,IMC,0
Accident,1982-02-23,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-23,Non-Fatal,Substantial,Airplane,Cessna,152II,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,1982-02-23,Non-Fatal,Destroyed,Airplane,Cessna,210,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,1982-02-24,Non-Fatal,Destroyed,Airplane,Rockwell,COMMANDER 114,1.0,Reciprocating,Ferry,0,2.0,0.0,0.0,VMC,0
Accident,1982-02-24,Total.Fatal.Injuries,Destroyed,Airplane,Beech,BE-95-C55,2.0,Reciprocating,Business,1,0.0,0.0,0.0,VMC,1
